MSFT,0.003159354071936806,0.0051535337884220395,0.005391432253210391,0.005461296932059148,0.00643995017618795
AAPL,0.0047293943127542,0.005696921077912462,0.005655328710241733,0.0058230259210809345,0.00612422459590593
AMZN,0.0033194241812629687,0.004638758671392859,0.005396004013881101,0.006639556762593261,0.006909976411327233
FB,0.0058775788525127015,0.007501333658157824,0.008048605196394346,0.00786976915017277,0.008771588303250605
JPM,0.0039118615356391225,0.00626457325188034,0.006759220900926192,0.006955995044703787,0.007850913067627344
GOOGL,0.004966179609806007,0.006375963386431216,0.00723326970733081,0.007429725573382733,0.007844500123839889
JNJ,0.003343956862268006,0.0052780912975772185,0.006524981754299559,0.006681558713036928,0.006681632867330223
V,0.003861345382978297,0.006097054162685852,0.0074885346021374335,0.006919858765889989,0.007163644124884151
PG,0.002962361778445861,0.004115084966606807,0.004843183202364426,0.005340190905002126,0.005200069101080983
XOM,0.002791489772683271,0.005140176158846281,0.00593839198118793,0.006840381385447203,0.006333467723914369
BAC,0.005323115110497386,0.006994467813148302,0.008406994747518949,0.008072408014515298,0.008200756638952717
T,0.003497847760278296,0.004901497045649043,0.005477876572748213,0.007001728729059073,0.0072834576812419475
DIS,0.006177189424964156,0.00848130090109409,0.009545351930912738,0.009651728856304598,0.01027188304233079
UNH,0.0033968129951442304,0.006069312938429275,0.007048247371833356,0.007424947885337672,0.008567637687582019
MA,0.004643940349221635,0.006111339955020324,0.006996865577390787,0.006783930659806542,0.0074242450137621315
INTC,0.004399203313848845,0.006531216259860003,0.008081885630731282,0.008104352940625208,0.007668330683166113
VZ,0.002581013322043167,0.004393505941889452,0.004904798179146561,0.005605770801189635,0.0057025308447164885
HD,0.0021763957850815716,0.0035757749461820514,0.003984625692740337,0.0053971659380703295,0.006213284600694027
CVX,0.0033266616704950504,0.004726831819855229,0.0055717019972358955,0.005910769653298087,0.005240893453635961
WFC,0.0038352983763271114,0.004958301386945163,0.0058160096814312235,0.006441145520226865,0.006890437587810059
PFE,0.004664918701411334,0.005896601253788584,0.0073706690735691645,0.007369813125539915,0.007225117457727905
KO,0.003662572658374718,0.00372157915071079,0.004800735931679582,0.005436691830783717,0.005388662765691047
CMCSA,0.0036901067547106875,0.006488143950131957,0.007088237859430142,0.007898686329288697,0.008085896444895543
BA,0.005692780408540682,0.009389789985246916,0.010778964850622385,0.010295912023378938,0.00956929627713372
CSCO,0.005170325395205173,0.007226033553276469,0.009150050907546595,0.008951908506332108,0.009030148328028136
PEP,0.003016589180375521,0.004238663951066689,0.004785111366086185,0.004664156713113661,0.004486302087869331
C,0.006191727760704322,0.0075783082738597185,0.008776450072499602,0.010098521422868328,0.009931624995324134
WMT,0.0024802331256858043,0.003158487913634896,0.004273821049646977,0.004514454194053662,0.004180495333266582
ABT,0.004543093780382323,0.006126558190775937,0.0073261749349294095,0.007461430075758644,0.0068182625803376055
ADBE,0.005586897998599795,0.007799858079214236,0.007978759783484937,0.008700659485959402,0.008820915926165742
MDT,0.0030006173774895194,0.0042338644267747175,0.0048593942181207606,0.005248720585094534,0.0048890865068116985